,text,human_wrote
106,"['🤝', 'Open', 'dialogue', 'bridge', 'understanding', '.', ""Let's"", 'encourage', 'conversations', 'promote', 'empathy', 'bridge', 'divides', '.', '#OpenDialogue', '#BridgeToUnderstanding']",0
107,"['🌍', 'scars', 'conflict', 'deep', ',', 'healing', 'possible', 'sincere', 'efforts', 'commitment', 'peace', '.', '#HealingAfterConflict', '#HopeForTheFuture']",0
108,"['🇮🇱', 'Supporting', 'Israel', 'mean', 'ignoring', 'suffering', 'Palestinians', '.', 'Genuine', 'support', 'involves', 'advocating', 'peaceful', 'resolution', '.', '#SupportIsrael', '#AdvocateForPeace']",0
109,"['🚨', 'situation', 'dire', '.', 'Urgent', 'international', 'intervention', 'needed', 'prevent', 'escalation', '.', '#InternationalIntervention', '#PreventEscalation']",0
110,"['🕊', '️', ""Let's"", 'build', 'bridges', 'understanding', 'Israelis', 'Palestinians', ',', 'fostering', 'connections', 'transcend', 'borders', '.', '#BuildBridges', '#ConnectionsOverConflict']",0
111,"['🤔', 'teaching', 'children', 'hate', ',', 'instilling', 'values', 'tolerance', 'empathy', '?', 'Education', 'key', 'peaceful', 'future', '.', '#TeachPeace', '#EducateForChange']",0
112,"['🚀', 'world', 'must', 'recognize', 'historical', 'context', 'conflict', 'fully', 'understand', 'address', 'complexities', '.', '#HistoricalContext', '#UnderstandingTheConflict']",0
113,"['🌈', 'Embracing', 'diversity', 'first', 'step', 'towards', 'building', 'harmonious', 'society', '.', ""Let's"", 'celebrate', 'richness', 'region', '.', '#EmbraceDiversity', '#HarmonyInDiversity']",0
114,"['💔', 'Every', 'life', 'lost', 'tragedy', '.', ""Let's"", 'mourn', 'together', 'work', 'towards', 'future', 'lives', 'taken', 'conflict', '.', '#MournTogether', '#EndTheViolence']",0
115,"['🇮🇱', '🤝', '🇵🇸', 'Local', 'initiatives', 'bring', 'Israelis', 'Palestinians', 'together', 'foster', 'understanding', 'build', 'bridges', 'towards', 'peace', '.', '#LocalInitiatives', '#BuildingBridges']",0
116,"['🚨', 'world', 'cannot', 'turn', 'blind', 'eye', 'suffering', 'civilians', 'caught', 'crossfire', '.', 'Humanitarian', 'aid', 'urgently', 'needed', '.', '#HumanitarianAid', '#EndTheSuffering']",0
117,"['🌍', 'International', 'leaders', 'must', 'prioritize', 'peace', 'politics', '.', 'lives', 'innocent', 'civilians', 'stake', '.', '#PrioritizePeace', '#LivesOverPolitics']",0
118,"['🕊', '️', ""Let's"", 'strive', 'future', 'olive', 'branches', 'planted', 'today', 'blossom', 'trees', 'peace', 'generations', 'come', '.', '#OliveBranchesForPeace', '#PeacefulFuture']",0
119,"['🤝', 'Respect', ""other's"", 'narratives', 'crucial', 'building', 'mutual', 'understanding', '.', ""Let's"", 'listen', 'learn', 'one', 'another', '.', '#RespectNarratives', '#ListenAndLearn']",0
120,"['🚀', 'Resistance', 'consequence', 'occupation', '.', 'Addressing', 'root', 'causes', 'essential', 'lasting', 'resolution', '.', '#AddressRootCauses', '#EndOccupation']",0
121,"['💔', 'loss', 'innocent', 'lives', 'pain', 'felt', '.', ""Let's"", 'work', 'towards', 'future', 'pain', 'becomes', 'distant', 'memory', '.', '#EndThePain', '#HopeForTheFuture']",0
122,"['🇮🇱', 'Israeli', ',', 'believe', 'secure', 'peaceful', 'coexistence', '.', ""Let's"", 'strive', 'understanding', 'respect', 'communities', '.', '#PeacefulCoexistence', '#IsraelStrong']",0
123,"['🌐', 'Global', 'awareness', 'catalyst', 'change', '.', ""Let's"", 'continue', 'raising', 'awareness', 'complexities', 'Israel-Palestine', 'conflict', '.', '#RaiseAwareness', '#GlobalUnderstanding']",0
124,"['🚨', 'Innocent', 'lives', 'stake', '.', 'international', 'community', 'must', 'act', 'bring', 'immediate', 'ceasefire', '.', '#ActNow', '#CeasefireCall']",0
125,"['🕊', '️', 'time', 'replace', 'hatred', 'understanding', ',', 'fear', 'empathy', '.', 'hope', 'future', 'lasting', 'peace', '.', '#ReplaceHatred', '#BuildEmpathy']",0
126,"['🌈', 'Coexistence', 'vision', ';', 'necessity', '.', ""Let's"", 'work', 'towards', 'future', 'Israelis', 'Palestinians', 'live', 'side', 'side', 'peace', '.', '#CoexistenceVision', '#FutureTogether']",0
127,"['🤔', 'willing', 'prioritize', 'well-being', 'children', 'political', 'differences', '?', 'answer', 'guide', 'actions', '.', '#ChildrenOverPolitics', '#PrioritizePeace']",0
128,"['🚀', 'right', 'resist', 'oppression', 'universal', '.', ""Let's"", 'acknowledge', 'struggles', 'Palestinian', 'people', 'self-determination', '.', '#RightToResist', '#SelfDetermination']",0
129,"['🌍', 'international', 'community', 'must', 'play', 'proactive', 'role', 'facilitating', 'dialogue', 'promoting', 'peace', 'region', '.', '#GlobalInvolvement', '#InternationalPeaceEfforts']",0
130,"['💔', 'pain', 'loss', 'shared', 'sides', '.', ""Let's"", 'remember', 'humanity', 'work', 'towards', 'future', 'without', 'violence', '.', '#SharedHumanity', '#EndTheViolence']",0
131,"['🇮🇱', '🇵🇸', 'path', 'peace', 'involves', 'acknowledging', 'rights', 'aspirations', 'Israelis', 'Palestinians', '.', '#RightsForAll', '#PathToPeace']",0
132,"['🚨', 'Humanitarian', 'aid', 'urgently', 'needed', 'conflict', 'zones', '.', ""Let's"", 'prioritize', 'well-being', 'civilians', 'caught', 'crossfire', '.', '#HumanitarianAid', '#EndTheSuffering']",0
133,"['🕊', '️', 'Jerusalem', ',', 'city', 'sacred', 'many', ',', 'deserves', 'symbol', 'unity', ',', 'division', '.', ""Let's"", 'respect', 'preserve', 'diversity', '.', '#JerusalemUnity', '#CityOfPeace']",0
134,"['🇵🇸', 'struggle', 'justice', 'self-determination', 'fundamental', 'right', '.', ""Let's"", 'support', 'Palestinian', 'people', 'quest', 'rights', '.', '#SupportJustice', '#Solidarity']",0
135,"['🤝', 'Joint', 'initiatives', 'peace', 'education', 'bridge', 'divide', 'foster', 'understanding', 'Israeli', 'Palestinian', 'youth', '.', '#YouthForPeace', '#EducationForChange']",0
136,"['🌐', 'Social', 'media', 'powerful', 'tool', 'raising', 'awareness', ',', ""let's"", 'use', 'responsibly', 'constructively', 'sake', 'peace', '.', '#SocialMediaForGood', '#PeacefulActivism']",0
137,"['🇮🇱', '🤝', '🇵🇸', 'People', 'sides', 'working', 'towards', 'reconciliation', '.', 'time', 'amplify', 'voices', 'efforts', '.', '#BuildingBridges', '#IsraelPalestineDialogue']",0
138,"['International', 'leaders', 'must', 'unite', 'bring', 'end', 'Palestine-Israel', 'conflict', '.', 'Diplomacy', 'dialogue', 'way', 'forward', '.', '#PeaceInTheMiddleEast']",0
139,"['Heartbreaking', 'images', 'coming', 'Gaza', '.', 'world', 'cannot', 'turn', 'blind', 'eye', 'suffering', 'innocent', 'civilians', '.', '#HumanitarianCrisis', '#Palestine']",0
140,"['Media', 'bias', 'real', '.', 'Palestine-Israel', 'conflict', 'covered', 'shapes', 'public', 'opinion', '.', ""Let's"", 'demand', 'fair', 'accurate', 'reporting', '.', '#MediaWatch']",0
