,text,human_wrote
39,"['@joeymcintyre', '-', 'thank', 'god', 'u', 'r', '!', 'need', 'hugs', ',', 'jon', 'saying', 'nasty', 'things', '&', 'making', 'us', 'cry']",1
40,"['Boys', 'suck', '!']",1
41,"['@sunnybrooke1207', 'Thanks', 'concern', ',', ""I'm"", 'great', '!', 'late', 'sat', 'back', 'row', 'children']",1
42,"['@bowerm', 'run', '@MarathonMaritza', 'heart', 'push', '!']",1
43,"['even', 'bother']",1
44,"['Biscuit', 'gravy', 'baby', 'something', 'delicious', 'make', 'uncomfortable', '?']",1
45,"['@NiaBassett', 'must', 'end', ',', 'see', 'everyone', 'x']",1
46,"['@QUEENIE909', 'hum', 'nice', '1', '!', 'lol', 'take', 'something', '..', 'LOL', 'yeah', 'party', ',', 'haha', 'u', 'kno', 'drunk', ""ass's"", 'b', 'seeing', '@', 'Janets', 'party', '?', '?']",1
47,"['@InfiniteP', 'sure', '...', ""I'm"", 'steadily', 'trying', 'convince', 'family', 'buy', 'houses', 'come', 'live', 'us', '...', 'Cgy', 'low', 'list']",1
48,"['misplaced', 'cell', 'phone', '.', ""i'm"", 'pretty', 'sure', 'realzeez', 'lost', ',', 'dead', ""can't"", 'simply', 'call', 'find', ':', ""'"", ""'"", '(']",1
49,"['ugh', 'found', 'house', 'really', 'liked', 'today', 'market', '4', 'days', '!', 'guess', '-', 'got', 'sold', 'already', '!']",1
50,"['@sofialegend', 'suck', 'ok', 'tell', 'one', 'thing', 'please', 'famous', 'person']",1
51,"['mommy', 'goes', 'week', 'Haizzz', '.', 'think', 'sad', '.']",1
52,"['@maiaArae', 'lol', ',', 'one', 'left', '3', ',', 'reason', 'kept', 'getting', 'lost', 'back', 'pages', 'shop']",1
53,"['@Woth2982', '@DDsBoston', '@Bostongrlkayte', 'going', 'sunny', '11', 'Celcius', 'Friday', 'sunny', '15', 'Saturday', 'sweet']",1
54,"['Sad', 'tonight', '.', 'know', 'want', 'sammy', 'ok', '.']",1
55,"['@SkkynDream', 'bets', 'start', '$', '50', '.', ""That's"", 'much', 'white', 'girl', 'swallow', 'get', 'full']",1
56,"['Learning', 'use', 'ophthalmoscope', '!']",1
57,"['wierd', '2', '2day', 'without', 'girls', ""can't"", 'wait', '2', 'talk', '2', 'u', 'happened']",1
58,"['recommendations', 'good', 'chiropractor', '/', 'osteo', 'Cov', 'Garden', 'area', 'preferably', '?', 'Sore', 'back']",1
59,"['@Claudia_I', 'Welcome', 'back', '!', '!']",1
60,"['@Megcmitchell', ',', 'lets', 'honest', ',', ""we're"", 'gosh', 'darn', 'interesting', '.']",1
61,"[""ENTV's"", 'production', 'channel', 'pretty', 'much', 'done', '.', 'Including', 'blurb', ',', 'blog', ',', 'buttons', 'bwitter', 'stream', '(', 'ahem', ')', '.', 'Bed', 'time', '#entv']",1
62,"['@ddlovato', 'come', 'New', 'Zealand', '!', '!']",1
63,"['Done', 'sound', 'check', '.', 'gotta', 'get', 'little', 'girl', 'ready', 'church', '.', 'helps', 'living', '4', 'minutes', 'away', '...']",1
64,"['@amhce4', 'guys', 'ones', 'still', 'go', 'logans', 'texas', 'roadhouse', 'opened']",1
65,"['Driving', 'Richmond', '<', '4', 'hours', 'sleep', '.', 'going', 'long', 'day', '.']",1
66,"['@FlamingBluStar', 'Yeah', ',', 'work', '.', 'spy', 'unhappy', 'little', 'face', '?', '(', 'like', 'working', 'night', '-', 'makes', 'feel', 'tired', '!', ')']",1
67,"['@Kill_Em_All', 'WIHA', 'pa', 'smo', 'konc', ';)', 'RUSTEEEEEEEED', 'rain', 'ahaha', 'ne', 'da', 'se', 'mi', 'na', 'msn', '-', '.', '-']",1
68,"['@Sheri_Beri', 'Internet', 'friend', 'crew', 'connections', 'show', '.', 'forgot', 'talk', 'Alex', '.']",1
69,"['@GodFirst08', 'Oh', ',', 'believe', '!']",1
70,"[""I'm"", 'entirely', 'sure', '...', 'love', 'house', 'anderson', 'anderson', 'architecture', ':', 'chameleon', 'house', 'http://tinyurl.com/c66vqc']",1
71,"['ahhh', '!', '!', '!', 'u', 'know', 'really', 'sucks', '?', '?', '?', 'sprained', 'toe', '!', '!', 'OUCH', '!', '!']",1
72,"['Feeling', 'slightly', 'worried', '!', 'think', 'may', 'said', 'something', 'bad', 'unintentionally', '!', ',', 'think', 'speak', '?', '!', ""I'm"", 'rreally']",1
73,"['Dang', ',', ""I've"", 'got', 'photo', 'itch', ""can't"", 'get', 'hold', 'rescue']",1
74,"['go', 'practice', 'songs', 'helga', 'tune', 'guitars', '...']",1
75,"['Confirmation', 'today', '!', '!', '!', 'im', 'happy', '...', 'class', 'incredible', 'year', ""they're"", 'ready', 'Come', 'Holy', 'Spirit', '.']",1
76,"['@O_TownMagicMatt', '...', 'vacation', '?', 'know', '?', 'hope', ""he's"", 'gone', 'good', 'would', 'suck', '!', '!', '!', '?', 'drunk', 'yet', '?', '?', '?']",1
77,"['short', 'nap', '(', 'booo', ')', 'finally', 'taking', 'whip', 'auto-mobile', 'hospital', 'lol']",1
78,"['@Spotter5', 'thanx', 'congrats', '5th', 'place', 'last', 'night', ';)', 'loved', 'Norway', 'yaay', 'Uk', 'song', 'also', 'nice', 'well', 'done']",1
79,"['@REALConformist', 'luccy', 'damn', 'near', 'broke', 'foot', 'last', 'night']",1
80,"['@hokeypokeyjones', 'Get', '100', 'followers', 'day', 'using', 'www.tweeterfollow.com', 'add', 'everyone', 'train', 'pay', 'vip']",1
81,"['likely', 'id10t', 'error', 'twitter', 'search', 'really', 'effective', '-', 'trying', 'find', 'tweet', 'microsoft', 'events', 'link', ""can't"", 'find']",1
82,"['gained', 'lost', 'follower', 'less', '10', 'mins', '.', 'lol', '...', 'enyways', '..', 'wut', 'twitters', '...', 'im', 'bout', 'ta', 'leave', 'da', 'library', '..', 'bored', '..']",1
83,"['reason', ""i'm"", 'getting', 'codykinz', 'tweets', '!']",1
84,"['@hustleGRL', ';)', 'lol', 'haha', 'ok', 'think', 'moment', 'tune', 'later', '!', 'P', '.', '.', 'Hope', 'u', 'feelin', 'better', '!', 'P', '.', 'p', '.', 'cavs', '!', '!', '!', 'Hahaha']",1
85,"['@chocobandit', 'send', 'links']",1
86,"['Freakin', ""'"", 'frustrated', ""can't"", 'coach', 'realize', 'times', 'hard', ""ain't"", 'nobody', 'got', 'money', 'buy', 'cookie', 'dough', 'new', 'uniforms']",1
87,"['update', ',', 'differences', '?', 'Security', 'fix', 'apparently', ',', 'Apps', 'still', 'work', 'fine', '#cupcake', '#andriod', '#update']",1
88,"['ugh', '.', 'got', 'worst', 'cold', 'headache', 'woke', '14', 'hour', 'sleep']",1
89,"['Sitting', 'floor', ',', 'thinking', '.', ""I'm"", 'tired', '.', 'rain', ',', 'u', 'know', '.', 'Please', ',', 'summer', '.', 'Thats', 'Supposed', 'sun']",1
90,"['studying', ',', 'exams', 'suck']",1
91,"['trouble', 'sleeping', 'Everyone', 'says', 'follow', 'passion', '!', '!', 'happens', '#fail', 'majorly', '?', '?', '?']",1
92,"['feeling', 'well', '...', 'plans', 'canceled']",1
93,"['#followfriday', '@FranAspiemom', '@lucylemon', '2', 'lovely', 'ladies', 'must', 'follow', '.', 'Twitter', 'incomplete', 'without', '.', 'http://twurl.nl/l4gske']",1
94,"['@mylifecoach', 'Yes', ',', 'bought', 'Netbook', '.', 'Needed', 'email', 'TitanTV', '.', 'Hoped', 'stay', 'semi-abst', '.', ',', 'happen', '.', 'Back', 'online', 'w', '/', 'vengeance', '!']",1
95,"['@nbr', '""', 'grabe', ',', '""', '""', 'mome', 'raths', 'outgrabe', '.', '""']",1
96,"['@Maverickg', 'yay', 'gr8', 'minds', 'tink', 'alike', 'tired', 'little', 'reds', 'frm', '5']",1
97,"['pick', 'weave', 'glue', 'pain', 'come']",1
98,"['Another', 'beautiful', 'morning', ',', 'indeed', 'great', 'day', 'alive', '!']",1
99,"['told', 'back', 'like', 'burp', 'burp', '.', 'madw', 'ass', 'jump', 'like', 'jurp', 'jurp', '.', 'ah', '.', 'love', 'lil', 'wayne', '.', '&', 'framing', 'hanleys', 'cover', '.']",1
100,"['Arh', '!', ""I've"", 'got', 'glasses', 'lol', 'seeing', 'distance', 'though', '...', 'thats', 'okay', 'suppose', '.']",1
101,"['@michaeljritchie', 'taught', 'rss']",1
102,"['aint', 'girl', '...', '@SongzYuuup', '@PrinceSammie', '...', 'aint', 'heard', 'need', '...', 'showin', 'em', 'love', '!', '!', '!']",1
103,"['@Pink', 'u', 'tried', '""', 'XXXX', 'Gold', '""', '?', 'Queensland', 'beer', ',', 'think', 'VB', 'may', 'better', ',', 'im', 'really', 'big', 'beer', 'fan', ',', 'sooooo', 'know', 'idea', '.', 'lol']",1
104,"['Next', ':', 'Obese', 'Pregnant', '.', 'interesting', '.', 'dangerous', '!', 'Ppl', 'r', 'good', 'bodies']",1
105,"['Fun', 'night', '.', 'Detroit', ',', 'Tin', 'Lizzy', ',', 'Green', 'Girl', 'Saloon', ',', ""Alerto's"", 'chicken', 'fries', '!', 'Thanks', '@nessanguyen', '@xvanwilderx']",1
106,"['much', 'pain', '!', ""can't"", 'even', 'wear', 'nice', 'summer', 'clothes', ""can't"", 'enjoy', 'summer', 'sun', 'anymore']",1
107,"['lipstick', 'color', 'lost', 'remember', 'brand', 'anything', 'limited', 'edition', 'thing', 'http://bit.ly/2QRWp']",1
108,"['since', '2', 'playing', 'new', 'Sims', '3', 'tire', 'fun', 'setting', 'creating', '.']",1
109,"['@merrymorgantown', 'appear', 'web', 'facebook', '..']",1
110,"['@dublinmudslide', '""', 'Hey', '...', 'yeah', 'crap', 'forgot', 'going', 'say', '...', 'anyway', ""I'll"", 'call', 'back', ""I'm"", 'gonna', 'get', 'cut', '""', 'miss']",1
111,"['@unsung_one', 'ugh', 'yea', '-', 'always', 'always', 'insurance', 'matter', 'live', '.', 'Shit', 'happens', '.', 'Sorry', 'need', 'go', 'bed', 'good', 'luck']",1
112,"['lol', 'love', 'save', '&', ""i'll"", 'take', '!', '!', '!', ""that's"", 'miss', 'saly', '!', '!', '!', 'itd', 'nice', 'u', 'come']",1
113,"['@mileycyrus', 'time', 'joined', 'band', 'wagon']",1
114,"['VdChiongbian', '@', 'DontLetGo', '14', 'hahahaha', 'mna', '?', '<', '<', 'wa', 'na', 'ku', 'ka', '.', 'G', 'ani', '.', 'hahaha', '.']",1
115,"['much', 'family', 'first']",1
116,"['@PinkyCutiiex3', ""I'll"", 'try', 'Since', 'Summer', 'Vacation', 'might', 'way', '.']",1
117,"['FOREVER', '.', 'hello', 'world', '.', 'goodnight']",1
118,"[""can't"", 'believe', 'snowing', 'Buffalo', '.', 'luck', '.']",1
119,"['@eddieanne', 'mine', 'mean', 'neglecting', 'BB', '?']",1
120,"['@mileycyrus', 'Hey', 'Miley', 'Clemens', 'Iam', 'new', '...', 'soo', 'cOoL', '!', '?']",1
121,"['@Strok', 'fun', 'sleeper']",1
122,"['hope', 'bart', 'nick', 'time', 'wonderful', 'new', 'bad', 'news', 'Icandy', 'sleep', 'time', 'guess']",1
123,"['@trent_reznor', 'wish', 'could', 'win', 'aint', 'US', 'thats', 'thought', 'european', 'language', 'diff', '.', 'english']",1
124,"['phone', 'bit', '.', 'Twitter', 'updates', '.']",1
125,"['Good', 'night', 'world', '.', ""I'm"", 'pissed', 'telling', 'pissed', 'girl', '.', 'Im', 'going', 'go', 'read', 'book', '.']",1
126,"['interview', 'Mead', 'Thursday', '!', ""I'm"", 'stoked', 'designing']",1
127,"['need', 'plumber', 'fix', 'leaking', 'nose', '.', 'fun', 'get', 'tissue', 'every', 'minutes', '.']",1
128,"['Man', 'need', 'daily', 'workout', 'dinner', ',', ""can't"", 'drag', 'away', 'electric', 'blanky', '!', 'Bum', 'still', 'aches', 'gym', 'yesterday']",1
129,"['upset', 'sad']",1
130,"['Chatting', 'Syd', 'Hayl', '.', 'Miss', 'ya', 'guys', '!']",1
131,"['@pathfindersar', 'dropped', 'use', 'http://friendorfollow.com', 'see', 'following', 'following', '.']",1
132,"['slowly', 'getting', 'attached', 'dog', 'demons']",1
133,"['@Greene4U', ""I've"", 'decided', 'need', 'come', 'Chicago', 'watch', 'Glee', '1029438', 'th', 'time', '.']",1
134,"['goodnight', 'im', 'still', 'lol', 'hangover']",1
135,"['@candiceshane', 'Glad', 'got', 'sleep', '..', 'looking', 'forward', 'new', 'articles']",1
136,"['@iLoveWtcc0228', 'WHATTTTTTTTWUTTT', 'KNEW', 'KNEW', 'KNEW', 'CONGRATS', '!', '!', '!']",1
137,"['http://www.juryteam.org/', ""That's"", 'fairly', 'clever', 'think', 'part', ""I'm"", 'still', 'Greens', ',', 'good', 'idea']",1
138,"['someone', 'send', 'back', 'time', 'stop', 'losing', 'stuff']",1
139,"['@WcFieldsisaDick', 'oh', ',', 'sorry', 'makin', 'u', 'sad', 'tho', '.']",1
140,"['@Smash_Spaz', 'ok', '?', 'feel', 'bad']",1
141,"['NEED', 'ring', '1950', ""'"", 'Style', 'Glam', 'Ring', 'Upcycled', 'Silver', 'Rose', 'Earring', 'http://bit.ly/E8yUT']",1
142,"['@Poohnine', ':', 'oï', '¿', '½', ',', 'anh', 'nï', '¿', '½', 'cï', '¿', '½', 'bi', '?', '?', 'ï', '¿', '½', 'u', 'Em', 'g', '?', 'cï', '¿', '½', 'link', '?', 'ï', '¿', '½', 'anh', 'xem', 'th', '?', 'coi']",1
143,"[""I'm"", 'mad', ""can't"", 'go']",1
144,"['wanna', 'one', 'BND', 'yearbooks', '.']",1
145,"['@EricaDriver', 'info-tsunami', '.', 'Btw', '1/2', 'done', 'w', '/', 'survey', '&', 'keep', '.']",1
146,"['Proper', 'fed', 'ill']",1
147,"['@420thoughts', 'Damn', 'much', 'stuff', 'deal', 'time', ',', 'poor', 'thing', ""Can't"", 'give', 'anything', 'help', 'u', 'sleep', '?']",1
148,"[""I'm"", 'excited', 'already', 'found', 'roomie', 'next', 'year', '!']",1
149,"['Trying', 'stay', 'awake', 'class', 'today', ',', 'hopefully', 'take', 'nice', 'long', 'nap', 'get', 'home', '.', '...', '5', 'hours', '.']",1
150,"['@Sethhs23', 'face', 'like', 'http://tinyurl.com/7ye6jy']",1
151,"['@jlist', 'Besides', 'like', 'know', 'japan', 'bento', 'really', 'enjoy', 'sci-fi', 'nerdiness', 'Yay', '!', '!', 'Thanx', 'great', ""url's"", '!']",1
152,"['@kenkeiter', 'Hmm', ',', 'makes', 'curious', 'idea']",1
153,"['came', 'home', 'daily', 'walk', 'lab', '.', 'Cloudy', 'day']",1
154,"['name', 'JLSjen', 'reason', 'ASTON', 'MERRRYGOLDDDDDDDDD', '(', 'L', ')']",1
155,"['@mileycyrus', 'Picture', 'wont', 'load', ':']",1
156,"['love', 'colors', '?', 'Come', 'lover', 'http://www.colourlovers.com/lover/savor', 'addicting', '!', '!']",1
157,"['got', 'confirmation', 'first', 'Germany-tour-gig', 'Oktober', '9', 'Berlin', '.', 'come', '.']",1
158,"['decided', 'stay', 'night', '.', 'energy', 'drinks', ',', 'adderall', 'preeminent', 'studying', 'help', 'much', '.']",1
159,"['@brigwyn', 'thanks', '!', 'sure', 'find', 'full', 'goodness', 'eventually', ',', 'lol', '.', 'right', 'HARD', '.', 'boy', 'learning', 'class', '!']",1
160,"['course', 'soon', 'say', 'mom', 'tells', 'turn', 'music', '...']",1
161,"['Dammnnn', 'PURE', 'ONE', 'Mini', 'DAB', 'Radio', 'isnt', 'stock', 'Argos', 'Homebase', 'really', 'wona', 'pay', 'Â', '£', '34', 'one', '.']",1
162,"['@littlebrownjen', 'imagination', 'generating', 'images', 'traumatize', 'greatly', ',', 'probably', 'far', ',', 'far', 'worse', 'actual', 'commercial']",1
163,"['China', ',', 'Japan', 'collision', 'course', 'rare-earth', 'metals', 'http://bit.ly/oQAq', '-', 'news', ',', 'Australian', 'dollar', ',', ',']",1
164,"['woke', 'nap']",1
165,"['one', 'hour', ',', 'goodbye', 'Cedar', 'Point', 'next', 'year', '.']",1
166,"['@dadinka', 'yes', 'illusion', '!']",1
167,"['demolished', 'waffle', 'waffle', 'house', ""michael's"", 'sad', ',', 'sad', ',', 'half', 'eaten', 'one', '.', 'chocolate', 'chip', '[', 'pic', ']', 'http://ff.im/3EPe3']",1
168,"['@grapejellykelly', 'Nice', '!', ""u've"", 'day', '?']",1
169,"['sunbathing', 'park']",1
170,"['Seriously', 'wanna', 'hurt', '...', 'specially', ""i'm"", 'loving', 'way']",1
171,"['OMG', 'OMG', 'OMG', '...', 'worst', 'shopping', 'day', 'ever', '...', 'humans', ""can't"", 'peace', '?', 'guns', 'worst', 'thing', 'world', ',', 'sad', '!']",1
172,"['@SherriEShepherd', 'LOL', '...', 'never', 'many', 'clothes', '!', '!', 'Better', 'safe', 'sorry', '!']",1
173,"['secretly', 'awake']",1
174,"['cloudy', '!']",1
175,"['Time', 'move', ',', 'many', 'skanks', '.', '@Dublins98Dave', ""I'm"", 'taking', 'rubbish', ',', ""can't"", 'believe', 'many', 'others', 'obviously']",1
176,"['well', 'crap', 'got', 'crashed', '!', 'sicks', '!']",1
177,"['got', 'interview', 'bath', '&', 'body', 'works', '-', ""i'd"", 'smell', 'like', 'overly', 'chemicalized', 'flowers', 'would', 'makin', 'monies']",1
178,"['@StephenGonzalez', 'sound', 'like', '.']",1
179,"['dirty', 'sexy', 'money', '...', '...', 'FOREVER']",1
180,"['got', 'finished', 'chilling', 'w', '.', 'NINA', 'SKY']",1
181,"['@Morgaine_LaFay', '48', 'Aussie', 'kids', '12', 'months', 'prescribed', 'anti-depressants', 'last', 'year', ',', ""that's""]",1
182,"['lol', 'totally', 'ignored', 'emily', ',', 'sorry']",1
183,"['@monikao', '@cdeyto', '@justsayjudy', 'Thanks', 'girls', '!', '!']",1
184,"['delighted', 'got', 'see', 'Christine', 'Garth', 'getting', 'married', 'big', 'street', 'party', 'return', '!', '!']",1
185,"['Painting', 'nails', 'brand', 'spankin', 'new', 'nail', 'polish']",1
186,"['@insaneminds', ""mom's"", 'home', '.', 'dunno', 'soup', '.', ""he's"", 'working', ',', 'lots', 'work', '.', ""he's"", 'bed', 'working', '.', 'haha', 'love', 'ms', 'lynch', '<3']",1
187,"['wish', 'iPhone', '.', 'Aaron', 'Gillespie', 'even', 'one', '.']",1
188,"['@CecilJohnson', 'better', 'offended', '!', 'run', 'today', '?', '.']",1
189,"['jealous', 'know', 'words', 'every', 'song', 'movie', '!', 'hahaha']",1
190,"['Going', 'zoo', 'today', '-', '-', 'rain', 'get', 'bad']",1
191,"['@stephenfry', 'watched', 'Hay', 'fest', ',', 'interning', '!', 'got', 'Simon', 'get', 'u', 'sign', 'book', 'great', 'look', 'v', 'slim', '!', 'x']",1
192,"['finished', 'kitchen', '..', 'know', ""I'm"", 'going', 'wake', 'school', 'tomorrow']",1
193,"['Hello', 'World', '!', 'Beautiful', 'morning', '.', 'Returned', 'morning', 'jog', '.', 'Go', 'make', 'wonderful', 'day', '.']",1
194,"['@AngelicaPreston', 'favorite', 'person', 'time', '.', '<3']",1
195,"['moody', 'moody', 'moody', 'moody', 'week']",1
196,"['Uhm', 'feel', 'akward', '.', 'fatty', 'arms']",1
197,"['@tibek', 'Awwwww', 'sweet']",1
198,"['@reemerband', 'hiyaaa', 'hows', '?', 'wish', 'muarry', 'happy', 'bday', ':-D', 'loveyou', 'x']",1
199,"[""can't"", 'find', 'reno', '911', 'new', 'boot', 'goofin', 'youtube', 'anymore', 'anyone', 'know', 'watch', '?', 'changed', 'life', '!']",1
200,"['@taylormcfly', ""they'll"", 'wake', 'soon', 'lol', '!', 'funny', '..', 'always', 'good']",1
201,"['soooo', 'worried', 'state', 'Iran']",1
202,"['hate', 'sitting', 'home', 'Sunday', 'evening', '.', 'option', '...']",1
203,"['gr8', 'may', 'day', 'mbleshwar', 'eclectic', 'set', ""ZS'ers"", '...', 'Mapro', 'shake', 'sucked', 'though', '...', 'fresh', 'strawberry', 'season']",1
204,"['@suburbiashkdwn', '@D4WNFRICK', '@Ldizzle66', '@J4RED', 'went', '2', ""DnB's"", 'tonite', '!', 'couldve', 'seen', 'yall', 'Supose', '2', 'b', '2mrw', '!']",1
205,"['@IVIIIX', 'better', 'post', 'videos', 'pictures', '!']",1
206,"['Takes', 'back', '.', 'classic', '.', ""Can't"", 'take', 'smile', 'face', '?', 'http://blip.fm/~6szaf']",1
207,"['@freakapotimus', 'toke', 'bowl', ',', 'everything', 'appetizing']",1
208,"['@KRIZIAAHH', 'aw', 'yeah', 'knew', 'ML', 'sadly', '.']",1
209,"['@teasingdiverse', 'good', 'things']",1
210,"['Sawzy', 'helping', 'pack', 'Vegas']",1
211,"[""Kate's"", 'favorite', 'nanny', '.', 'wanna', 'know', '-', '""', 'nice', 'clothes', '.', '""', 'true', '...']",1
212,"['@extramsg', 'yeah', ',', 'figured', '-', ""i'm"", 'home', ',', 'longer', 'within', '20', 'feet', '-', 'thought', '@piechamp', 'supposed', 'giving', 'updates']",1
213,"['Starting', 'notice', 'increasing', 'feeling', 'dread', ',', ""y'know"", ',', 'end', 'holiday', 'blues', '.']",1
214,"['@danuk695', 'oooh', 'going', 'shopping', 'x']",1
215,"['@mulletmonitor', 'hope', 'cried', 'like', 'small', 'child', '.', 'Preferably', 'banging', 'fists', 'desk', 'throwing', 'back', 'head', '.']",1
216,"['Finished', 'cutting', 'middle', ""son's"", 'hair', '-', 'starts', 'bedtime', 'routine']",1
217,"['didnt', 'get', 'watch', 'marley', '.', 'mom', 'said', 'wasnt', 'mood', 'cry', '..', 'im', 'watching', 'hitch', 'instead', '.', '=D']",1
218,"['&', '&', 'night', 'continues', '!', 'w', '/', 'fav', 'mazie', ';', 'kristina', ';', 'ericka', '&', '&', 'robin', '!']",1
219,"['1', 'msn']",1
220,"['@MissNappyBoy', 'sucks', 'havent', 'outside', 'yet', 'love', 'cold', 'inside', 'outside']",1
221,"['Someone', 'mentioned', 'open', 'office', 'may', 'cool', 'Microsoft', 'fury', '-', 'lightbulb', 'moment', 'Thanks', 'Pete', '.']",1
222,"['got', 'home', '!', 'wanting', 'read', 'last', 'chaper', 'breaking', 'dawn', 'cause', 'dont', 'want', 'beover']",1
223,"[""I'm"", 'looovin', 'new', 'place', ""I'm"", 'happy', 'right', '!', 'want', 'mommy', 'lol']",1
224,"['@YayaT93', 'hahaha', '...', 'loveedd', 'JT', '...', 'killed', 'show', 'haha', '.']",1
225,"['Nack', 'Springwatch']",1
226,"['NEED', 'HOMEWORK', 'WANNA', 'GO', 'SLEEP']",1
227,"['chiropractors', 'hurt', '!', 'much', 'pain', 'hopefully', 'worth', '!']",1
228,"['@hragv', 'plays', 'position', 'artist', 'one', 'triple', 'base', 'gallery']",1
229,"['@Marii_annaax', 'Ohhh', '...', ""can't"", 'talk', 'tomorrow', '?']",1
230,"['@mafilsboss', 'hahah', 'yessss', '!', '!', 'suppose', 'cali', 'today', 'buttt', 'time', 'come', 'back', 'monday', '.']",1
231,"['Beachh', 'weather', 'YAY']",1
